temperatura,humidade,unidade_temperatura
"18.188888888888886","0.76","c"
"61.32","0.8","f"
"","0.84","f"
"14.83888888888889","","c"
"18.40555555555555","0.81","c"
"","0.84","c"
"","","c"
"16.666666666666668","0.87","c"
"15.627777777777778","0.87","c"
"15.961111111111109","0.88","c"
"17.711111111111112","0.9","c"
"","0.7","c"
"75.12","","f"
"26.12777777777778","0.5","c"
"28.111111111111107","0.49","c"
"28.883333333333333","0.44","c"
"","0.38","c"
"88.1","0.32","f"
"31.127777777777776","0.32","c"
"31.172222222222224","0.3","c"
"88.1","0.31","f"
"30.944444444444443","0.33","c"
"30.53888888888889","0.36","c"
"85.94","0.39","f"
"84.59","0.44","f"
"28.227777777777778","","c"
"78.97","0.58","f"
"75.8","0.65","f"
"72.18","0.74","f"
"68.43","0.82","f"
"","0.88","f"
"65.14","0.9","f"
"18.666666666666664","0.89","c"
"66.39","0.86","f"
"21.06111111111111","0.64","c"
"22.71111111111111","0.63","c"
"77.01","0.59","f"
"27.916666666666668","0.46","c"
"","0.37","f"
"30.66111111111111","0.38","c"
"31.783333333333328","0.35","c"
"89.23","0.3","f"
"31.477777777777774","0.28","c"
"91.21","0.28","f"
"89.84","0.32","f"
"32.33888888888888","0.34","c"
"32.327777777777776","0.38","c"
"89.27","0.44","f"
"85.4","0.49","f"
"","0.51","f"
"","0.53","f"
"25.27777777777778","0.57","c"
"","0.89","f"
"","0.87","c"
"21.011111111111106","0.73","c"
"17.733333333333334","0.9","c"
"62.92","0.9","f"
"16.833333333333332","0.91","c"
"17.73888888888889","0.9","c"
"66.05","0.84","f"
"22.12222222222222","0.7","c"
"76.75","0.55","f"
"25.99444444444445","0.51","c"
"","0.45","f"
"80.74","0.41","f"
"27.538888888888884","","c"
"28.244444444444447","0.36","c"
"28.727777777777774","0.3","c"
"84.55","0.34","f"
"30.238888888888894","","c"
"29.433333333333337","0.37","c"
"84.43","0.46","f"
"27.90555555555556","0.5","c"
"26.17777777777778","0.54","c"
"77.96","","f"
"23.65555555555555","0.69","c"
"22.800000000000004","0.72","c"
"68.99","0.78","f"
"16.3","","c"
"19.349999999999998","0.71","c"
"18.333333333333332","0.78","c"
"64.1","0.85","f"
"63.0","0.86","f"
"17.200000000000003","0.81","c"
"17.849999999999998","0.85","c"
"","0.77","f"
"22.17777777777778","","c"
"23.68333333333333","0.51","c"
"","0.44","f"
"26.088888888888885","0.39","c"
"26.799999999999997","0.38","c"
"27.144444444444446","0.35","c"
"27.16111111111111","0.35","c"
"27.03888888888889","0.34","c"
"26.727777777777778","0.34","c"
"26.15555555555555","0.34","c"
"24.188888888888894","0.44","c"
"66.54","0.64","f"
"66.09","0.63","f"
"65.5","0.67","f"
"17.200000000000003","0.7","c"
"16.211111111111112","0.75","c"
"66.24","0.67","f"
"14.516666666666667","0.8","c"
"14.494444444444447","0.77","c"
"13.983333333333334","0.82","c"
"17.200000000000003","0.75","c"
"67.89","0.61","f"
"","","f"
"23.81666666666667","0.39","c"
"","","c"
"","","c"
"26.58333333333333","0.32","c"
"26.52777777777778","0.3","c"
"27.061111111111106","0.33","c"
"27.083333333333332","0.33","c"
"27.927777777777774","0.33","c"
"82.31","0.33","f"
"27.950000000000003","0.33","c"
"27.1","0.39","c"
"77.36","0.49","f"
"22.333333333333332","0.55","c"
"21.666666666666668","0.59","c"
"","0.64","c"
"","0.64","c"
"66.95","0.65","f"
"","0.73","c"
"17.427777777777777","0.75","c"
"17.84444444444445","0.78","c"
"17.811111111111114","0.77","c"
"18.8","0.74","c"
"69.97","0.64","f"
"73.12","0.6","f"
"26.13888888888889","0.47","c"
"81.58","0.4","f"
"84.52","0.37","f"
"30.25555555555555","0.33","c"
"31.233333333333334","","c"
"31.216666666666665","0.27","c"
"88.68","0.27","f"
"91.00999999999999","","f"
"","0.28","c"
"32.77777777777778","0.28","c"
"31.744444444444444","0.3","c"
"29.233333333333334","0.43","c"
"79.21","0.58","f"
"24.516666666666666","0.58","c"
"75.49","0.61","f"
"21.255555555555556","0.73","c"
"68.64","0.75","f"
"","0.84","c"
"69.17","0.77","f"
"20.12222222222222","0.78","c"
"20.500000000000004","0.77","c"
"71.94","0.73","f"
"23.70555555555556","0.67","c"
"","0.56","c"
"76.67","0.45","f"
"","0.44","c"
"79.99","0.37","f"
"26.883333333333333","0.34","c"
"80.4","0.34","f"
"26.827777777777783","0.36","c"
"","0.34","f"
"26.51666666666667","0.32","c"
"","0.33","c"
"","0.34","c"
"72.96","0.37","f"
"22.16666666666667","0.35","c"
"","0.36","f"
"20.92222222222222","0.39","c"
"20.349999999999998","0.42","c"
"62.92","0.67","f"
"16.116666666666664","0.83","c"
"15.63888888888889","0.79","c"
"59.93","0.83","f"
"14.383333333333333","","c"
"56.82","0.83","f"
"14.988888888888887","0.83","c"
"17.16111111111111","0.72","c"
"18.788888888888884","0.63","c"
"69.92","0.5","f"
"22.733333333333334","0.38","c"
"22.805555555555557","0.42","c"
"22.89444444444444","0.37","c"
"77.05","0.32","f"
"78.2","0.31","f"
"","0.3","f"
"75.12","0.34","f"
"26.033333333333335","","c"
"76.92","0.32","f"
"74.87","0.34","f"
"22.17222222222222","0.39","c"
"20.99444444444445","0.38","c"
"20.416666666666668","0.4","c"
"17.605555555555554","0.6","c"
"61.01","","f"
"61.14","0.74","f"
"55.17","0.79","f"
"","0.82","c"
"15.050000000000002","0.82","c"
"15.11111111111111","0.79","c"
"16.08888888888889","0.63","c"
"60.96","","f"
"17.561111111111114","0.56","c"
"17.666666666666668","0.49","c"
"17.77777777777778","0.46","c"
"17.922222222222224","0.5","c"
"","0.47","f"
"19.038888888888884","","c"
"20.91666666666667","","c"
"","0.22","f"
"22.82777777777778","0.24","c"
"74.62","0.26","f"
"23.83888888888889","","c"
"22.75555555555555","0.27","c"
"68.51","0.39","f"
"63.3","0.52","f"
"60.12","0.58","f"
"13.933333333333332","0.7","c"
"12.950000000000001","0.73","c"
"12.327777777777776","","c"
"13.927777777777777","0.82","c"
"11.67777777777778","0.8","c"
"10.583333333333332","0.86","c"
"10.555555555555555","0.85","c"
"54.03","0.8","f"
"58.85","0.68","f"
"19.61111111111111","0.48","c"
"71.72","","f"
"72.84","0.37","f"
"23.83888888888889","0.34","c"
"75.04","0.32","f"
"23.983333333333334","0.32","c"
"78.66","0.29","f"
"26.03888888888889","0.28","c"
"25.13888888888889","0.3","c"
"25.11666666666666","0.3","c"
"26.083333333333332","0.28","c"
"76.95","0.32","f"
"24.261111111111113","","c"
"20.533333333333328","0.49","c"
"64.96","0.61","f"
"16.93333333333333","","c"
"14.494444444444447","0.9","c"
"57.96","0.9","f"
"16.244444444444447","0.88","c"
"56.84","0.9","f"
"","0.9","f"
"55.98","0.91","f"
"56.94","","f"
"62.77","","f"
"18.96111111111111","","c"
"71.79","","f"
"72.92","0.54","f"
"24.772222222222226","0.48","c"
"76.91","","f"
"78.96","0.42","f"
"79.76","","f"
"26.894444444444442","0.4","c"
"26.944444444444443","0.4","c"
"26.977777777777778","0.39","c"
"26.20555555555556","0.42","c"
"25.06666666666667","0.45","c"
"22.644444444444446","0.57","c"
"19.0","0.78","c"
"18.83888888888889","0.75","c"
"65.52","0.73","f"
"15.538888888888888","0.67","c"
"","0.69","c"
"14.116666666666665","0.76","c"
"56.14","0.72","f"
"13.338888888888887","0.74","c"
"12.377777777777778","0.77","c"
"14.966666666666665","0.78","c"
"63.71999999999999","0.71","f"
"20.683333333333337","0.52","c"
"22.55","0.45","c"
"22.71111111111111","0.45","c"
"76.93","0.39","f"
"","0.37","f"
"","0.33","c"
"79.54","0.32","f"
"26.383333333333333","0.31","c"
"26.38888888888889","0.32","c"
"25.888888888888886","0.36","c"
"25.99444444444445","0.35","c"
"76.83","0.34","f"
"22.38888888888889","","c"
"18.83888888888889","0.6","c"
"65.71","","f"
"16.400000000000002","","c"
"17.77777777777778","0.75","c"
"62.120000000000005","0.81","f"
"62.36","0.87","f"
"15.533333333333335","0.84","c"
"14.949999999999998","0.87","c"
"15.18333333333333","0.88","c"
"16.06666666666667","0.87","c"
"65.84","0.84","f"
"71.32","0.7","f"
"","","c"
"76.96","0.58","f"
"78.95","0.5","f"
"27.466666666666665","0.47","c"
"26.13333333333334","0.44","c"
"80.42","","f"
"25.738888888888887","0.55","c"
"23.727777777777774","0.55","c"
"21.950000000000003","0.6","c"
"","0.73","c"
"19.07777777777778","0.83","c"
"20.08888888888889","0.78","c"
"64.04","0.74","f"
"62.17","0.81","f"
"62.42","0.81","f"
"","0.86","f"
"61.089999999999996","0.84","f"
"16.583333333333332","0.88","c"
"16.044444444444444","0.87","c"
"14.005555555555556","0.86","c"
"13.744444444444447","0.9","c"
"60.89","0.87","f"
"63.05","0.87","f"
"17.977777777777778","0.84","c"
"20.949999999999996","0.74","c"
"72.68","0.67","f"
"24.361111111111107","0.61","c"
"24.86111111111111","0.52","c"
"27.37777777777778","0.48","c"
"27.41111111111111","0.48","c"
"81.87","0.51","f"
"22.583333333333336","0.55","c"
"69.29","0.69","f"
"22.283333333333335","0.75","c"
"21.049999999999997","0.79","c"
"20.077777777777776","0.72","c"
"","0.84","f"
"17.9","0.86","c"
"17.955555555555552","0.87","c"
"63.96","0.9","f"
"63.04","0.87","f"
"58.56","","f"
"17.200000000000003","0.84","c"
"62.04","0.9","f"
"62.33","","f"
"17.244444444444444","0.87","c"
"64.09","0.9","f"
"19.81666666666667","0.85","c"
"","0.79","f"
"72.92","","f"
"76.15","0.6","f"
"24.983333333333334","0.51","c"
"77.09","0.51","f"
"23.79444444444444","0.67","c"
"24.555555555555557","0.6","c"
"76.45","0.52","f"
"24.855555555555554","0.51","c"
"","0.68","c"
"69.96","0.69","f"
"19.294444444444448","0.81","c"
"64.09","0.84","f"
"63.0","0.87","f"
"17.811111111111114","0.86","c"
"62.09","0.82","f"
"15.694444444444445","0.87","c"
"59.65","0.88","f"
"14.588888888888887","0.87","c"
"56.3","0.9","f"
"56.69","0.9","f"
"62.72","0.87","f"
"18.783333333333335","0.84","c"
"20.888888888888886","","c"
"22.75555555555555","","c"
"76.92","0.55","f"
"78.68","0.51","f"
"27.277777777777775","0.44","c"
"","0.41","f"
"27.10555555555556","","c"
"27.194444444444443","0.36","c"
"79.34","0.42","f"
"78.09","0.48","f"
"27.12222222222222","0.44","c"
"23.927777777777774","0.54","c"
"21.63888888888889","0.69","c"
"64.47","0.83","f"
"64.09","0.81","f"
"17.916666666666668","0.79","c"
"61.0","0.85","f"
"","0.87","c"
"17.494444444444447","0.78","c"
"57.25","0.9","f"
"56.25","0.86","f"
"14.22777777777778","0.87","c"
"15.072222222222223","0.87","c"
"17.711111111111112","0.9","c"
"19.92777777777778","0.75","c"
"","0.58","f"
"24.922222222222224","0.55","c"
"26.2","0.44","c"
"27.227777777777778","0.36","c"
"81.06","0.35","f"
"80.88","0.39","f"
"82.81","0.36","f"
"80.65","0.39","f"
"","0.38","c"
"81.25","0.38","f"
"26.13333333333334","0.47","c"
"73.73","0.59","f"
"20.161111111111115","0.67","c"
"67.04","","f"
"65.65","0.69","f"
"64.96","","f"
"18.244444444444447","0.75","c"
"62.69","","f"
"60.83","0.84","f"
"15.438888888888888","0.84","c"
"","0.83","c"
"15.583333333333334","0.86","c"
"18.827777777777776","0.78","c"
"72.53","0.64","f"
"","0.54","c"
"78.96","0.47","f"
"26.944444444444443","0.41","c"
"82.69","0.48","f"
"28.005555555555553","","c"
"27.10555555555556","0.4","c"
"27.38333333333334","0.43","c"
"79.58","0.49","f"
"","0.48","c"
"79.26","0.46","f"
"24.172222222222224","","c"
"22.533333333333335","0.64","c"
"68.3","0.73","f"
"66.17","0.75","f"
"18.7","0.81","c"
"6.427777777777778","","c"
"8.08888888888889","0.8","c"
"","0.78","f"
"6.244444444444445","0.75","c"
"43.23","0.77","f"
"4.605555555555555","0.86","c"
"3.316666666666666","0.93","c"
"3.827777777777778","0.87","c"
"4.649999999999999","0.89","c"
"46.12","0.83","f"
"12.43888888888889","0.74","c"
"13.88888888888889","0.72","c"
"58.92","0.62","f"
"14.788888888888888","0.63","c"
"60.83","0.58","f"
"15.02222222222222","0.62","c"
"13.838888888888887","0.66","c"
"","0.67","c"
"12.266666666666666","0.74","c"
"12.666666666666664","0.73","c"
"53.83","0.74","f"
"11.600000000000001","0.74","c"
"","0.78","f"
"45.68","0.8","f"
"7.03888888888889","0.89","c"
"41.0","0.82","f"
"43.46","0.81","f"
"42.39","","f"
"6.061111111111109","0.84","c"
"43.14","0.84","f"
"42.24","0.87","f"
"6.211111111111111","0.86","c"
"7.172222222222221","0.84","c"
"7.172222222222221","0.89","c"
"6.755555555555554","0.88","c"
"7.777777777777778","0.89","c"
"7.249999999999998","0.89","c"
"8.850000000000001","0.83","c"
"9.844444444444443","0.78","c"
"46.53","0.73","f"
"8.372222222222222","0.71","c"
"44.28","0.84","f"
"44.27","0.84","f"
"6.81111111111111","0.88","c"
"42.97","0.96","f"
"5.955555555555555","0.89","c"
"43.61","0.86","f"
"5.750000000000001","0.86","c"
"","0.8","f"
"2.0111111111111097","","c"
"","0.8","c"
"39.11","0.77","f"
"38.11","0.75","f"
"37.44","0.8","f"
"","0.8","f"
"3.816666666666665","0.72","c"
"","0.74","c"
"","0.71","f"
"5.994444444444444","","c"
"10.027777777777777","0.66","c"
"12.177777777777779","0.61","c"
"12.094444444444447","0.6","c"
"55.01","0.58","f"
"55.01","0.58","f"
"12.705555555555556","0.58","c"
"12.149999999999999","0.57","c"
"","0.65","c"
"7.9833333333333325","0.7","c"
"41.84","","f"
"4.922222222222222","0.73","c"
"4.200000000000001","0.77","c"
"3.4777777777777765","0.8","c"
"1.5722222222222213","0.85","c"
"2.077777777777779","","c"
"0.8277777777777788","0.86","c"
"0.6833333333333316","0.89","c"
"","0.92","f"
"32.08","","f"
"-1.0500000000000003","","c"
"1.3055555555555562","0.91","c"
"6.094444444444444","0.86","c"
"10.999999999999998","0.61","c"
"","0.52","c"
"13.866666666666667","0.45","c"
"","0.45","c"
"14.922222222222224","","c"
"","0.42","c"
"16.11111111111111","0.39","c"
"59.32","0.4","f"
"12.96111111111111","0.5","c"
"52.25","0.55","f"
"50.23","","f"
"4.433333333333332","0.76","c"
"4.105555555555556","0.73","c"
"6.916666666666668","0.68","c"
"6.449999999999999","0.72","c"
"46.48","0.69","f"
"8.194444444444445","0.72","c"
"","0.74","c"
"","0.76","c"
"6.822222222222223","0.74","c"
"5.466666666666669","0.78","c"
"","0.82","c"
"6.516666666666665","0.74","c"
"10.005555555555553","0.7","c"
"54.92","0.68","f"
"58.73","0.6","f"
"16.11111111111111","0.56","c"
"","0.55","c"
"16.20555555555556","0.47","c"
"16.227777777777778","0.51","c"
"","","f"
"59.57","0.52","f"
"57.28","0.63","f"
"12.31111111111111","0.61","c"
"9.466666666666665","","c"
"46.04","0.83","f"
"","0.83","f"
"43.29","","f"
"5.438888888888888","0.93","c"
"40.75","","f"
"3.966666666666667","0.85","c"
"3.433333333333333","0.92","c"
"37.17","0.96","f"
"35.39","0.92","f"
"33.53","0.92","f"
"1.25","0.92","c"
"3.0555555555555554","0.98","c"
"7.805555555555554","0.89","c"
"53.85","","f"
"13.861111111111112","0.63","c"
"16.183333333333334","0.48","c"
"","0.41","f"
"17.372222222222224","0.47","c"
"64.17","0.4","f"
"17.89444444444444","0.43","c"
"17.972222222222218","0.43","c"
"17.288888888888888","0.41","c"
"14.022222222222224","0.51","c"
"11.538888888888891","0.6","c"
"46.91","0.74","f"
"8.18888888888889","0.78","c"
"8.355555555555554","0.77","c"
"45.45","0.78","f"
"5.183333333333333","0.82","c"
"36.21","0.78","f"
"5.044444444444443","0.85","c"
"5.855555555555555","0.75","c"
"4.822222222222222","0.72","c"
"4.43888888888889","0.71","c"
"4.672222222222221","0.71","c"
"4.927777777777776","0.69","c"
"5.666666666666668","0.63","c"
"11.066666666666668","0.56","c"
"53.75","0.52","f"
"12.82777777777778","0.42","c"
"13.93888888888889","0.42","c"
"14.038888888888891","0.34","c"
"14.994444444444447","0.39","c"
"14.027777777777779","0.46","c"
"14.122222222222224","0.44","c"
"12.333333333333336","0.51","c"
"9.161111111111113","0.61","c"
"7.683333333333333","0.67","c"
"2.5833333333333326","0.75","c"
"3.688888888888889","0.78","c"
"","0.8","f"
"1.594444444444443","0.82","c"
"5.183333333333333","0.67","c"
"2.488888888888887","0.85","c"
"2.016666666666668","0.85","c"
"35.68","0.83","f"
"0.7611111111111097","0.91","c"
"31.79","0.92","f"
"-0.08888888888888896","0.92","c"
"35.51","0.87","f"
"7.022222222222222","0.72","c"
"10.955555555555556","0.51","c"
"11.91111111111111","0.48","c"
"12.272222222222224","0.47","c"
"55.0","0.45","f"
"57.0","0.41","f"
"14.905555555555553","0.39","c"
"","0.36","c"
"14.044444444444444","0.41","c"
"12.850000000000001","0.45","c"
"50.29","0.5","f"
"8.18333333333333","0.65","c"
"2.872222222222223","0.76","c"
"4.1166666666666645","0.73","c"
"5.983333333333335","0.69","c"
"3.250000000000001","0.79","c"
"37.98","0.79","f"
"4.216666666666669","","c"
"1.6777777777777796","0.89","c"
"","0.85","c"
"0.3777777777777776","0.89","c"
"1.1666666666666674","","c"
"34.06","0.85","f"
"1.2333333333333327","0.85","c"
"43.4","0.76","f"
"","0.59","f"
"58.57","0.45","f"
"16.20555555555556","0.43","c"
"63.08","0.38","f"
"63.92","0.41","f"
"17.82222222222222","0.37","c"
"63.2","0.4","f"
"17.22222222222222","0.37","c"
"16.083333333333332","","c"
"58.95","0.42","f"
"12.977777777777778","0.39","c"
"53.95","0.47","f"
"","0.5","f"
"52.05","0.51","f"
"10.555555555555555","0.56","c"
"44.54","0.61","f"
"43.7","0.62","f"
"6.061111111111109","0.63","c"
"41.62","0.71","f"
"5.094444444444445","","c"
"","0.88","c"
"4.222222222222223","0.78","c"
"43.24","0.69","f"
"51.84","0.61","f"
"12.177777777777779","0.57","c"
"13.716666666666665","","c"
"15.0","0.54","c"
"16.133333333333333","0.43","c"
"16.12777777777778","0.46","c"
"17.288888888888888","0.38","c"
"63.12","0.38","f"
"17.17777777777778","0.38","c"
"15.177777777777777","0.44","c"
"13.005555555555553","0.5","c"
"12.52222222222222","0.51","c"
"12.177777777777779","0.52","c"
"11.155555555555555","0.59","c"
"","0.59","c"
"10.016666666666667","","c"
"6.127777777777778","0.7","c"
"","0.65","c"
"41.57","0.72","f"
"6.7444444444444445","0.72","c"
"43.61","0.7","f"
"41.93","0.7","f"
"44.95","0.7","f"
"42.68","0.71","f"
"10.555555555555555","0.63","c"
"60.64","0.52","f"
"16.95","0.45","c"
"15.0","0.46","c"
"63.57","","f"
"18.49444444444445","0.36","c"
"64.81","0.36","f"
"17.08888888888889","0.42","c"
"17.288888888888888","0.44","c"
"54.34","0.65","f"
"47.23","0.72","f"
"","0.75","f"
"7.127777777777776","0.79","c"
"7.083333333333333","","c"
"42.87","0.85","f"
"","","f"
"39.76","0.83","f"
"2.1499999999999986","0.84","c"
"10.450000000000001","0.77","c"
"7.200000000000001","0.83","c"
"7.105555555555555","0.82","c"
"45.09","0.82","f"
"","0.82","c"
"7.511111111111114","","c"
"48.17","0.82","f"
"8.91111111111111","0.89","c"
"49.87","0.87","f"
"10.994444444444444","0.86","c"
"6.427777777777778","0.89","c"
"41.17","","f"
"40.37","0.96","f"
"40.88","0.93","f"
"6.327777777777778","0.94","c"
"5.727777777777779","0.93","c"
"41.18","0.93","f"
"39.15","","f"
"4.3277777777777775","0.86","c"
"37.64","0.85","f"
"35.44","0.87","f"
"1.4444444444444453","0.86","c"
"43.97","0.8","f"
"36.66","0.86","f"
"4.877777777777778","0.66","c"
"4.561111111111112","0.64","c"
"5.5277777777777795","0.63","c"
"10.92222222222222","0.55","c"
"10.994444444444444","0.55","c"
"11.033333333333333","0.67","c"
"53.67","0.62","f"
"54.88","0.56","f"
"13.944444444444445","0.48","c"
"14.955555555555557","0.47","c"
"12.344444444444443","","c"
"12.305555555555555","0.71","c"
"6.527777777777778","0.88","c"
"42.76","0.83","f"
"7.8666666666666645","0.78","c"
"42.17","0.82","f"
"6.327777777777778","0.83","c"
"6.177777777777776","0.85","c"
"44.59","0.86","f"
"41.9","0.89","f"
"39.92","0.9","f"
"2.5055555555555546","0.89","c"
"34.21","0.89","f"
"29.8","0.95","f"
"","0.95","c"
"34.96","0.95","f"
"32.97","0.96","f"
"0.09444444444444539","0.99","c"
"-0.8500000000000006","0.95","c"
"30.84","0.95","f"
"","","c"
"1.7944444444444427","","c"
"38.79","0.78","f"
"5.327777777777779","0.71","c"
"","0.67","f"
"5.383333333333332","0.63","c"
"42.76","0.63","f"
"6.277777777777776","0.63","c"
"40.44","","f"
"40.13","0.65","f"
"39.16","","f"
"2.9277777777777794","0.74","c"
"1.1833333333333347","0.81","c"
"33.83","0.85","f"
"","0.88","c"
"32.18","0.89","f"
"-2.7999999999999994","0.92","c"
"34.49","","f"
"31.85","0.96","f"
"","0.92","c"
"","0.92","c"
"-3.994444444444445","0.95","c"
"-1.1444444444444437","0.92","c"
"-2.622222222222222","0.86","c"
"31.52","0.83","f"
"37.11","0.76","f"
"","0.7","c"
"43.09","0.63","f"
"45.36","0.65","f"
"8.016666666666667","0.58","c"
"","0.6","f"
"51.72","0.6","f"
"42.96","0.73","f"
"40.82","0.9","f"
"41.43","0.84","f"
"39.6","0.97","f"
"","0.92","c"
"3.811111111111111","0.88","c"
"1.5444444444444452","","c"
"","0.91","c"
"36.52","0.85","f"
"0.25555555555555604","0.91","c"
"34.74","0.85","f"
"1.5111111111111104","0.81","c"
"0.9166666666666659","","c"
"0.7722222222222226","0.85","c"
"2.755555555555556","0.78","c"
"34.93","0.91","f"
"0.6666666666666683","0.92","c"
"35.31","0.92","f"
"1.988888888888888","0.93","c"
"4.144444444444445","0.93","c"
"4.255555555555554","1.0","c"
"4.9","1.0","c"
"6.199999999999998","","c"
"","0.99","c"
"5.611111111111112","0.94","c"
"4.661111111111111","1.0","c"
"5.022222222222222","0.99","c"
"45.99","0.93","f"
"37.87","0.87","f"
"","0.89","c"
"1.1333333333333329","0.93","c"
"2.0444444444444443","0.93","c"
"0.3833333333333321","0.96","c"
"","0.85","f"
"-0.9444444444444441","0.92","c"
"-1.0222222222222221","0.92","c"
"-0.22222222222222143","0.93","c"
"30.54","0.96","f"
"33.3","0.89","f"
"","0.93","f"
"34.85","0.86","f"
"35.38","","f"
"37.45","0.87","f"
"2.3666666666666654","0.86","c"
"3.0166666666666666","0.93","c"
"39.51","0.92","f"
"41.22","0.83","f"
"","0.84","c"
"","0.67","f"
"45.43","0.72","f"
"","0.77","c"
"5.211111111111112","","c"
"3.877777777777776","0.8","c"
"3.8555555555555543","0.78","c"
"39.17","","f"
"39.84","0.8","f"
"4.53888888888889","0.78","c"
"39.32","0.86","f"
"1.7111111111111101","0.87","c"
"","0.86","f"
"-0.8000000000000007","0.92","c"
"-0.8888888888888897","0.92","c"
"28.77","1.0","f"
"35.07","0.92","f"
"36.85","0.82","f"
"45.81","0.78","f"
"11.983333333333333","0.66","c"
"12.777777777777779","0.64","c"
"","","f"
"57.19","0.61","f"
"59.03","0.47","f"
"58.99","0.51","f"
"15.016666666666667","0.46","c"
"12.894444444444446","0.58","c"
"11.105555555555558","","c"
"8.91111111111111","0.66","c"
"43.03","0.71","f"
"","0.73","f"
"39.62","0.78","f"
"6.394444444444443","0.68","c"
"41.03","0.73","f"
"3.511111111111111","0.91","c"
"-0.13333333333333247","0.89","c"
"1.25","0.92","c"
"-0.03888888888888905","0.95","c"
"","0.91","f"
"-0.7833333333333334","0.89","c"
"2.166666666666666","0.82","c"
"6.488888888888889","0.64","c"
"51.82","0.56","f"
"12.011111111111111","0.57","c"
"","0.59","c"
"55.21","0.58","f"
"55.1","0.51","f"
"12.738888888888889","0.68","c"
"40.07","0.86","f"
"","0.76","c"
"11.25","0.75","c"
"","","c"
"7.98888888888889","0.92","c"
"6.605555555555556","0.94","c"
"45.62","0.88","f"
"6.455555555555554","0.91","c"
"4.349999999999999","0.95","c"
"4.2777777777777795","0.95","c"
"3.688888888888889","0.69","c"
"37.44","0.82","f"
"35.04","0.74","f"
"33.38","0.85","f"
"29.53","0.92","f"
"31.38","","f"
"","0.81","c"
"5.650000000000001","0.69","c"
"6.9722222222222205","0.58","c"
"10.050000000000002","0.53","c"
"","0.46","f"
"54.12","0.5","f"
"12.316666666666668","0.43","c"
"12.844444444444443","0.41","c"
"","0.38","f"
"12.855555555555556","","c"
"11.25","0.5","c"
"10.0","0.5","c"
"7.550000000000002","0.63","c"
"4.57222222222222","0.76","c"
"42.81","0.69","f"
"5.488888888888891","0.76","c"
"41.67","0.79","f"
"39.8","0.82","f"
"3.8333333333333326","0.57","c"
"1.8333333333333317","0.81","c"
"2.2499999999999982","0.82","c"
"35.62","0.77","f"
"-1.1333333333333329","0.78","c"
"30.04","0.78","f"
"39.13","0.7","f"
"6.644444444444445","0.54","c"
"50.08","0.5","f"
"12.116666666666667","0.48","c"
"12.799999999999999","","c"
"13.91111111111111","0.39","c"
"12.977777777777778","0.39","c"
"12.783333333333331","0.38","c"
"52.15","0.5","f"
"51.76","0.54","f"
"","0.51","f"
"51.8","","f"
"10.75","","c"
"7.177777777777779","0.52","c"
"6.627777777777777","","c"
"","0.61","f"
"6.572222222222221","0.62","c"
"45.35","0.63","f"
"4.4722222222222205","0.67","c"
"","0.55","f"
"3.8333333333333326","0.56","c"
"36.9","0.79","f"
"4.094444444444443","","c"
"4.077777777777779","0.82","c"
"3.6555555555555546","0.78","c"
"39.61","","f"
"6.283333333333335","0.58","c"
"7.07222222222222","0.53","c"
"11.038888888888888","0.56","c"
"53.79","0.5","f"
"12.650000000000002","0.42","c"
"54.0","0.5","f"
"12.200000000000001","0.5","c"
"12.233333333333336","0.43","c"
"53.83","0.47","f"
"9.044444444444444","0.59","c"
"","0.57","f"
"7.405555555555555","0.59","c"
"7.161111111111111","0.59","c"
"42.54","0.62","f"
"1.3222222222222237","0.82","c"
"","0.95","f"
"-0.8777777777777769","0.89","c"
"32.67","0.85","f"
"-0.7833333333333334","0.92","c"
"29.72","0.92","f"
"-2.4833333333333325","0.92","c"
"-0.8833333333333333","0.93","c"
"1.877777777777779","","c"
"6.688888888888888","0.78","c"
"7.188888888888887","0.66","c"
"12.177777777777779","0.52","c"
"12.200000000000001","0.52","c"
"12.111111111111109","0.5","c"
"11.016666666666666","0.62","c"
"7.666666666666665","0.77","c"
"43.81","","f"
"5.344444444444443","0.96","c"
"42.48","0.96","f"
"5.677777777777777","0.96","c"
"6.25","","c"
"42.81","0.96","f"
"42.53","0.96","f"
"41.37","0.96","f"
"","0.65","f"
"4.549999999999999","0.65","c"
"","0.73","c"
"40.83","0.7","f"
"41.88","0.73","f"
"4.111111111111111","0.77","c"
"3.8555555555555543","0.79","c"
"5.038888888888889","0.71","c"
"4.511111111111109","0.73","c"
"41.2","","f"
"6.577777777777779","0.66","c"
"6.749999999999999","0.62","c"
"","0.61","c"
"54.04","0.52","f"
"54.07","0.56","f"
"12.844444444444443","0.55","c"
"55.12","0.55","f"
"12.977777777777778","0.51","c"
"12.822222222222221","0.55","c"
"","0.66","c"
"7.927777777777781","0.65","c"
"","0.71","f"
"7.355555555555558","0.68","c"
"7.3666666666666645","0.68","c"
"5.805555555555557","0.72","c"
"5.816666666666666","0.66","c"
"37.6","0.83","f"
"4.005555555555556","0.79","c"
"38.13","0.82","f"
"3.099999999999999","0.87","c"
"2.872222222222223","0.89","c"
"2.3888888888888875","0.91","c"
"44.2","0.75","f"
"47.5","","f"
"","0.57","f"
"12.683333333333332","0.51","c"
"13.961111111111112","0.47","c"
"59.09","0.46","f"
"16.022222222222226","0.46","c"
"16.16111111111111","0.44","c"
"16.20555555555556","0.51","c"
"60.95","0.39","f"
